prompt,response,instructions
"Attacker HP: 698, MP: 86. Supporter HP: 868, MP: 105. Enemy HP: 7212, MP: 569. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""fire spell"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 333, MP: 67. Supporter HP: 392, MP: 76. Enemy HP: 2719, MP: 173. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 418, MP: 96. Supporter HP: 2122, MP: 18. Enemy HP: 5215, MP: 121. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1788, MP: 29. Supporter HP: 770, MP: 100. Enemy HP: 7067, MP: 226. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1545, MP: 118. Supporter HP: 1755, MP: 0. Enemy HP: 2375, MP: 505. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 1853, MP: 95. Supporter HP: 250, MP: 4. Enemy HP: 3023, MP: 202. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [potion] to restore some HP""}"
"Attacker HP: 708, MP: 24. Supporter HP: 2190, MP: 33. Enemy HP: 7608, MP: 208. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 779, MP: 41. Supporter HP: 19, MP: 46. Enemy HP: 2903, MP: 94. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 660, MP: 91. Supporter HP: 40, MP: 52. Enemy HP: 5277, MP: 293. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1976, MP: 17. Supporter HP: 1968, MP: 15. Enemy HP: 5428, MP: 146. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [attack] as default action""}"
"Attacker HP: 2025, MP: 62. Supporter HP: 663, MP: 178. Enemy HP: 3204, MP: 98. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1912, MP: 30. Supporter HP: 121, MP: 17. Enemy HP: 1958, MP: 314. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [attack]""}"
"Attacker HP: 2024, MP: 92. Supporter HP: 492, MP: 80. Enemy HP: 5172, MP: 604. Attacker items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2006, MP: 114. Supporter HP: 891, MP: 146. Enemy HP: 6892, MP: 189. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""fire spell"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 795, MP: 100. Supporter HP: 1665, MP: 80. Enemy HP: 4164, MP: 557. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""blizzard spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 785, MP: 96. Supporter HP: 227, MP: 152. Enemy HP: 2319, MP: 633. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 2490, MP: 0. Supporter HP: 1173, MP: 78. Enemy HP: 5077, MP: 325. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 369, MP: 4. Supporter HP: 2106, MP: 159. Enemy HP: 7691, MP: 193. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""elixer"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [elixer] to fully restore MP and HP"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 668, MP: 116. Supporter HP: 970, MP: 36. Enemy HP: 4322, MP: 169. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""cura spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 957, MP: 19. Supporter HP: 1379, MP: 101. Enemy HP: 3333, MP: 16. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 629, MP: 55. Supporter HP: 1147, MP: 88. Enemy HP: 1482, MP: 658. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2407, MP: 40. Supporter HP: 84, MP: 142. Enemy HP: 6320, MP: 4. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""potion"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 826, MP: 107. Supporter HP: 1317, MP: 46. Enemy HP: 7414, MP: 248. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2020, MP: 95. Supporter HP: 1755, MP: 167. Enemy HP: 2343, MP: 308. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""meteor spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 86, MP: 14. Supporter HP: 1112, MP: 143. Enemy HP: 5350, MP: 243. Attacker items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [attack] as no healing items are available"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 761, MP: 7. Supporter HP: 1257, MP: 59. Enemy HP: 96, MP: 648. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1594, MP: 52. Supporter HP: 1556, MP: 44. Enemy HP: 3534, MP: 364. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1865, MP: 73. Supporter HP: 2278, MP: 80. Enemy HP: 5765, MP: 227. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1285, MP: 33. Supporter HP: 1029, MP: 169. Enemy HP: 2394, MP: 315. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [thunder spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2566, MP: 101. Supporter HP: 257, MP: 68. Enemy HP: 897, MP: 235. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""grenade"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 806, MP: 119. Supporter HP: 236, MP: 36. Enemy HP: 6700, MP: 34. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 1, 'grenade': 2, 'elixer': 1}. Last enemy move: attack.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1935, MP: 119. Supporter HP: 1966, MP: 180. Enemy HP: 2084, MP: 625. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 165, MP: 17. Supporter HP: 674, MP: 160. Enemy HP: 4218, MP: 133. Attacker items: {'potion': 0, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""potion"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [attack] as no healing items are available"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 994, MP: 114. Supporter HP: 914, MP: 30. Enemy HP: 1318, MP: 449. Attacker items: {'potion': 3, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 2, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""fire spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 666, MP: 23. Supporter HP: 271, MP: 150. Enemy HP: 649, MP: 412. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_totm""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 250, MP: 39. Supporter HP: 269, MP: 106. Enemy HP: 7288, MP: 348. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""cura spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1389, MP: 45. Supporter HP: 339, MP: 4. Enemy HP: 6018, MP: 108. Attacker items: {'potion': 0, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""thunder spell"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [potion] to restore some HP""}"
"Attacker HP: 524, MP: 68. Supporter HP: 1547, MP: 70. Enemy HP: 543, MP: 655. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""cura_m""}","{""attacker"": ""Attacker: [cura spell] because HP is low"", ""supporter"": ""Supporter: [cura_m] to heal attacker""}"
"Attacker HP: 2003, MP: 74. Supporter HP: 2254, MP: 78. Enemy HP: 3803, MP: 167. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""attack"", ""supporter"": ""attack""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1117, MP: 92. Supporter HP: 962, MP: 109. Enemy HP: 298, MP: 663. Attacker items: {'potion': 2, 'grenade': 0, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""meteor spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2385, MP: 40. Supporter HP: 2219, MP: 47. Enemy HP: 369, MP: 113. Attacker items: {'potion': 2, 'grenade': 2, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 1}. Last enemy move: fire spell.","{""attacker"": ""thunder spell"", ""supporter"": ""splash""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 2504, MP: 25. Supporter HP: 31, MP: 170. Enemy HP: 3414, MP: 421. Attacker items: {'potion': 2, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""fire spell""}","{""attacker"": ""Attacker: [fire spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1711, MP: 73. Supporter HP: 356, MP: 99. Enemy HP: 3146, MP: 365. Attacker items: {'potion': 1, 'grenade': 2, 'elixer': 0}. Supporter items: {'potion': 2, 'grenade': 0, 'elixer': 0}. Last enemy move: cura spell.","{""attacker"": ""potion"", ""supporter"": ""cura spell""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 1841, MP: 63. Supporter HP: 1844, MP: 131. Enemy HP: 2579, MP: 341. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 1}. Supporter items: {'potion': 3, 'grenade': 2, 'elixer': 0}. Last enemy move: attack.","{""attacker"": ""thunder spell"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [meteor spell] to maximize damage"", ""supporter"": ""Supporter: [fire spell] to maximize damage""}"
"Attacker HP: 1209, MP: 13. Supporter HP: 160, MP: 76. Enemy HP: 7807, MP: 87. Attacker items: {'potion': 1, 'grenade': 1, 'elixer': 0}. Supporter items: {'potion': 0, 'grenade': 1, 'elixer': 0}. Last enemy move: fire spell.","{""attacker"": ""attack"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
"Attacker HP: 882, MP: 15. Supporter HP: 269, MP: 57. Enemy HP: 2417, MP: 560. Attacker items: {'potion': 3, 'grenade': 0, 'elixer': 0}. Supporter items: {'potion': 3, 'grenade': 0, 'elixer': 1}. Last enemy move: cura spell.","{""attacker"": ""grenade"", ""supporter"": ""cura_tot""}","{""attacker"": ""Attacker: [grenade] to maximize damage"", ""supporter"": ""Supporter: [cura spell] because HP is low""}"
